Unnamed: 0,rating,sentiment,review,spearman,sympathy,unsympathy,correlation
22,10,0.284907103,30년이 지났지만 민주주의는 아직도 다 꽃피지못했다..30년전 공안의 논리를 그태로 답습한 평점테러와 이미 롯데시네마 메가박스 cgv는 예매2위인덕 네이버에서 1987 검색하면 예매율8위로 영화를 깍아내린다..아직도 사방이 적이다..적폐청산 화이팅 ,-1,2002,177,0.715092897
23,10,0.309696257,영화는 끝나고 엔딩크레딧이 올라가지만차마 일어날수가 없었습니다. ,0.43500822,1770,101,0.690303743
24,10,0.206463635,이영화는 별5개가 아니라 5만개 이상을줘도 아깝지않습니다전국민 모두가 보셨으면 하는게 저의 바램입니다 ,0.4,1685,96,0.793536365
25,10,0.989127874,꼭보세요ㅠㅠ....꼭보란 말밖엔.. 간만에 한국영화 개봉날 지켜서 잘챙겨본거같아요 아 티슈 챙겨가시구요 두루마리 휴지 가져갔다가 따가웠음 ,0.540898723,1560,129,0.010872126
26,10,0.96010983,진실은 반드시 들어난다 슬프고 아프고 어찌보면 상당히 부끄러운 역사이지만 반드시 알아야 할 역사적 사실이고 민주주의와 언론의 중요성에 대해  다시한번 생각해볼 수 있었던 기회가 되었던것 같습니다 ,0.051862513,1404,133,0.03989017
27,10,0.463426024,"""책상을  탁치니 억하고 죽었다"" 정말 이 말이 된다고 생각했나? ",0.022380271,1153,63,0.536573976
28,8,0.47811532,정말 몇몇분 말씀대로 주.조연이 따로없이 모두들 제역할을 다하는 영화같습니다. ,0.158566307,1118,65,0.32188468
30,10,0.678497195,국가의 주권이 누구에게 있는지 보여준 영화 ,0.098140563,1005,62,0.321502805
31,10,0.709121227,장감독님 사고쳤네. 시대의 역작인 것 같다. 네이버 알바풀지 마세요. 댓글 더럽히기도 싫은 명작임. ,0.380123791,973,53,0.290878773
32,10,0.969680309,최고의 영화.... 꼭 보세요 ,0.070176242,950,81,0.030319691
33,10,0.787572622,이렇게 먹먹할 수가... 가슴이 답답합니다. 1987년 이후 30년이 지났습니다. 2047년에는 온 세상 사람들이 하하하 웃으며 사이좋게 지내면 좋겠습니다. ,0.537775027,918,70,0.212427378
34,10,0.32338354,너무 감사했습니다. 그분들께요 ,0.577350269,906,68,0.67661646
35,8,0.901091218,한국근현대사를 다룬 영화 중에 제일 완성도 있는 작품. ,0.299643551,850,58,0.101091218
36,10,0.418487906,가슴속에서 뜨거운것이 올라오고 화가 납니다~~상영 끝나고도 한참 앉아서 눈물을 훔쳤읍니다~~너무 가슴 아픈 ~~그리고 누가 떠오르더군요 편하게 살게 하면 안되는데 하고~~ ,-0.177324841,767,53,0.581512094
37,10,0.331554562,극장에서 한동안 못떠나는 사람이 많았다. 배우들도 연기를 잘하고 특히 강동원은 못하는게 없다. ,-0.8,737,61,0.668445438
38,10,0.973177373,10을주는 이유는 영화의 퀄러티보다우리가 사는 자유가 있기전목숨을걸고 싸웠던 치열한 세대가 있었음에 감사하고그런 역사를 이제 영화로 볼수있는 시대가 왔음에격세지감을 느끼며 감사하는 마음입니다 ,0.342746005,669,37,0.026822627
39,10,0.366291285,이한열 박종철군을 추모합니다 ,0.384758856,549,32,0.633708715
40,9,0.314531058,독재타도 호헌철폐 조온나외치고 직선제로 노태우 당선ㅋㅋ전두환은 아직까지도 떵떵거리고있고 투표진짜 생각좀하고하자 그때나지금이나 ,0.774596669,520,29,0.585468942
41,9,0.250810921,엔딩크레딧이 다 올라갈 때까지 아무도 안 나가고 끝까지 본 영화 ,-0.156164979,524,39,0.649189079
42,9,0.284496665,김윤석  유해진과 죄문씬에서 가족사 얘기 하면서 눈물고일때...이건뭐.. 미쳤구나 돌아보렸다..OOO기란 생각 절로듬...내년 님주 싹슬 역대급연기라 봄... 저만한 연기 누가 할까 내년에.. ,0.120869443,499,44,0.615503335
43,10,0.846970558,시사회로 보고와서 오늘 2차관람하러갑니다. 너무 재밌어요 ,0.570392491,540,88,0.153029442
44,10,0.914608002,어떤 슬픈 영화보다도 슬프게 뜨겁게 봤습니다여러가지 생각을 환기시켜주었습니다그동안 잊고 살아서 너무 죄송하고 감사합니다정말 1987 역사 자체가 주인공인 영화 잘 보고 갑니다 ,0.267261242,489,46,0.085391998
45,10,0.985613585,평론가 평점을 보면 답이 나오죠. 올해 최고의 한국영화~~~ 김윤석님 연기 정말 최고....  상 많이 타실 듯.. ,0.012440143,480,41,0.014386415
46,9,0.430565029,호헌철폐 독재타도.. 영화 완성도도 완성도지만 김윤석의 연기력은 이병헌 최민식 송강호와 어깨를 나란히 할 수 있다.. ,0.507159188,479,41,0.469434971
47,10,0.523005605,올해들어 가장잘한일~1987 꼭 보세요 !! 이건 영화가 아니라 팩트.. ,-0.866025404,467,41,0.476994395
48,8,0.967113674,1987년 6월 항쟁에 대해 몰랐는데 관심을 가지게 되는 계기가 될 거 같습니다. 영화 다 보고 끝에 당시 실제 영상들을 보니 마음이 뜨거웠습니다. 30년 전에는 지금처럼 온라인도 발달하지 않았을텐데 지금의 촛불보다 열기가 더 뜨거운 거 같았습니다. ,0.481183369,456,35,0.167113674
49,9,0.741700947,김태리가  꼭 내모습 같아서 ㅠㅠ 박종철이 여진구인줄도  몰랐고ㅠ 김윤석 일부러 살찌운거 같은데 나쁜놈인데 왜 이해가 되는지..하정우 낳아주신 김용건님 감사하고 난데없이 강동원 뿌려주신 감독님 감사합니다 ,0.419836837,429,46,0.158299053
50,10,0.972411931,꼭 봐야할 영화네요... ,0.210474101,393,40,0.027588069
51,10,0.626667082,김태리와 강동원의 그 풋풋한 청춘 러브라인은 전형적인 한국 영화의 요소로써가 아니라 장준환 감독이 일찍 저물어버린 이한열의 청춘을 픽션으로나마 그린 게 아닌가 싶다 ,0.136930639,358,21,0.373332918
52,10,0.99973166,정말 잘 봤습니다 배우분들 연기도 너무 잘하시고.. 우리 역사에 대해 다시 한 번 생각해 볼 수 있었던 영화였네요 ,0.774596669,378,48,0.00026834
54,10,0.870788217,제가 대학 1학년때 이야기.. 너무나 공감이 가네요.. 꼭보시기를 ,0.463816829,339,29,0.129211783
55,10,0.932832599,가슴이 먹먹해지는 영화였습니다. 독재타도를 위해 애쓰신 열사들의 희생을 우리 후세들이 꼭 기억했으면 합니다. 보도지침을 거부하는 신문사 간부 정말 멋졌습니다 ,0.5,302,23,0.067167401
56,8,0.487353265,몸통인줄 알았겠지만 너 역시도 꼬리였다는 걸 ,0.496120161,287,14,0.312646735
57,10,0.596530676,하정우가 특별출연 같았음.흠 보는 내내 너무 가슴이 아팠어요ㅠㅠ그 모든 내용들이 불과 얼마 되지 않은 사실이라는게 너무 가슴 아팠습니다ㅜㅜ ,0.136930639,286,22,0.403469324
58,10,0.97583288,감동적입니다끝내  울었네요 ,0.225919671,290,28,0.02416712
59,10,0.880380809,정말 다 필요없고 1987이 킹짱입니다..ㅠㅠ ,0.093712622,291,30,0.119619191
60,10,0.948490381,이영화는 정말 꼭 봐야함 ㅠㅠ 영화가 끝났는데 자리를 못일어났다 ㅠㅠ ,-0.063645909,278,23,0.051509619
61,10,0.535582244,강추해요 ㅜ 봐도 후회하지않을영화 ,-0.25819889,279,29,0.464417756
62,10,0.821473122,정말 대단한 국민이었다.6.29선언을 이끌어낸그저력이촛불로 다시 타오른것은 당연한귀결이라하겠다.정말 위대한민족 훌륭한 국민들이다. ,0.658593278,245,16,0.178526878
63,8,0.320664108,진실은 밝혀진다 두환아 너두 골로가야지 언능 ,0.63972956,245,17,0.479335892
64,10,0.422004223,이런 영화가 나와줘서 고맙다 ,0.047307849,243,20,0.577995777
65,10,0.50460577,많은 배우들이 영화에 왜 참여를 하게 되었는지 보면 안다.내가 배우라면 이 영화에 참여했다는 것을 두고두고 자랑스러워 할것이다. ,0.333947207,223,9,0.49539423
66,10,0.139754653,억지로 눈물 짜게 할려고 만든 씬이 하나도 없었다. 그냥 6월 민주항쟁 그 자체였다. ,0.16628326,223,12,0.860245347
67,9,0.508179009,지금껏 밝은 대한민국을 위해 투쟁하고 싸워주신 덕에 오늘이 있을수 있었습니다. 잊지 않겠습니다. ,0.285846792,237,26,0.391820991
68,10,0.820305467,부모님과 함께 관람했는데 마지막 광장 씬에 함께 계셨다고 하네요 ,0.26205606,223,13,0.179694533
69,10,0.991835475,1987년 그 현장에 있었던거 같다. 자세히 몰랐던게 부끄럽지만 지금이라도 이렇게 알 수 있게해줘서 이 영화에 고마움을 느낀다 모두가 주인공이었던 그때 그분들 모두 감사합니다. ,0.003461496,224,15,0.008164525
70,10,0.805057049,첨엔 기가찼다 이런일이 가능했다니 ㅡㅡㅋ 배우진들의 연기력 오졌고 김태리 강동원 연기캐미도 의외로 꿀잼이었다 엔딩크레딧도 깨알적이다 ,0.774596669,246,37,0.194942951
71,9,0.922201574,민주주의의 중요성을 다시 한번 일깨워 주는 영화 ,0.46291005,222,14,0.022201574
72,10,0.219890088,천만영화 하나가 또 나왔다... ,0.298325888,232,24,0.780109912
74,10,0.916268766,말이 필요 없음. 시사회서 감독님 + 최규석 작가님(100도씨  송곳 작가) 과 토크쇼 했었는데 와닿았던 말이  그 사람들이 거기 있었다는 걸 기억해달라고 하셨음. 내가 그 시대를 살진 않았지만 잊기 어려울 것 같음. ,0.552423633,214,22,0.083731234
75,10,0.933431685,박종철  이한열 같은 분들이 계셨기에 대한민국의 민주화가 앞당겨질 수 있었음을 느낄 수 있게 해주는 영화였답니다. 하염 없이 흐른 눈물로 관람평을 대신합니다. ,0.654653671,204,16,0.066568315
77,10,0.351742387,개인의 선택이 어떻게 대의로 바뀌는지 보여주는 영화때문에 극중 인물이 많이 나오는게 이해되는 영화 ,0.737864787,179,8,0.648257613
78,10,0.979477763,올해본 영화중 최고 아직 끝나지 않았다. 지금의 우리가 봐야할 영화 ,0.034372739,192,21,0.020522237
79,8,0.4210563,이제 시대물도 헐리우드급. ,0.223608616,189,21,0.3789437
80,10,0.37913692,민주주의를 위해 희생한 분들을 위해 투표는 꼭 하도록하겠습니다 ,-0.087276531,178,12,0.62086308
81,10,0.099463671,제가 감히 평가를 할수없는 내용이었습니다.. ,0.191942974,173,18,0.900536329
82,10,0.497692257,평점테러하지 맙시다이 영화가 불편한 누구들이겠지만영화이니만큼 과장이 있겠지만연기  연출 감동 모두 택시운전사 이상이었다여진구  강동원  설경구는 상상도 못한신의한수 ,0.462250164,166,16,0.502307743
83,10,0.746944606,"오늘봤다. 관람을 끝내고 일하러 가는 발걸음이 가볍고 무겁다. 몇 번을 울었다. 영화가 울림이 느껴져서. 신파함께가 ""울어줘 제발""이라면 1987은 ""울지마 제발""이다. 오늘 흘린 눈물이 너무 좋다. 이 울음이 2017년의 나를 바꿀 것을 ",0.322796877,151,8,0.253055394
84,10,0.887448847," ""이건 극단적 좌익영화야"" 라고 욕하는 몇 ㅆㄹㄱ 분들이 있지만  충분히 그시절 그들 극단적인 이데올로기에 사로잡힐수밖에없던 시대적 사고를 잘 풀어 놓았습니다. 김윤석 연기를 보면 아실겁니다. 딱 그 정도면 적폐들 손 충분히 들어줬다 생각합니다. ",0.355995747,153,17,0.112551153
85,10,0.927566171,온가족이 꼭 봐야할 잊어서는 안되는 역사~  먹먹합니다~ ,0.563733405,139,9,0.072433829
86,8,0.734759033,좋은영화 감상했어요 ... ,-0.866025404,151,23,0.065240967
87,8,0.645441413,저시대를 살아오신분들..을 생각하니 가슴이 먹먹했어요..눈물없이 볼수없었던것 같아요~ ,-0.022438728,132,8,0.154558587
88,10,0.645561993,그시절 하도 어이 없으니까. 정말 많은 미화를 했다 현실은 백배 로 참혹했다.. 장준환 감독 답게 생각보다 잘만들었다.배우가 보이는게 아니라 영화가 보인다. ,0.521349508,124,7,0.354438007
89,10,0.358280092,틈을 주면 안 된다. 저 놈들은 살아있다. ,0.232202436,121,5,0.641719908
90,10,0.496341676,우리가 알아야할 시대의 역사 ,0.191485422,154,39,0.503658324
91,10,0.75171566,전두환이가 아직도 잘살고 있는게 이나라의 비극이다. 자연사하기 전에 지금이라도 잡아다 사형시켜야 한다. ,0.630775358,118,4,0.24828434
92,10,0.799082041,잘봤습니다 추천드려요 ,0.400891863,125,11,0.200917959
93,10,0.211387336,오늘 보고왔습니다. 끝까지 먹먹한 감정으로 보고왔습니다. 일부 픽션이 있겠지만 영화가 전달하려는 내용은 무엇인지 정확히 알것같습니다. 정치판영화 아닙니다 그렇다고 누구를 미화하기위한 영화도 아닙니다. 그냥 보게되면 아는영화입니다. ,0.5,121,8,0.788612664
94,10,0.180868208,박평식이 7점 줬다... ,-0.210818511,124,15,0.819131792
95,9,0.132396638,정보 하나 없이 영화보러 갔다가 내눈을 의심했다. 이 영화는 하정우 김윤석 콤비 영화인 줄 알았는데 명품 배우들과 탑배우들이 줄줄이 소시지치럼 튀어나오니 누가 주연이고 누가 특별출연인지 분간을 못하겠음 ㅋㅋ ,0.324656251,111,6,0.767603362
96,9,0.872892618, 이분들이 없었다면 지금의 대한민국이 있었을까 싶어요 민주항쟁 다시한번 고개숙여 감사드립니다 ,0.032780719,112,7,0.027107382
97,10,0.974763334,오늘 새벽 와이프와 올해 첫영화로 선택 보는내내 마음이 먹먹..그시절 7살이었던 난 집옥상에서 우리가게에 자주오던 누나가 경찰방패에 맞아서 온몸이 피투성이가 되어 함께 투쟁하던 동료들의 부축을 받고 질질 끌려가던 모습이 아직도 생생하다 ,0.778379166,110,6,0.025236666
98,10,0.293735385,영화로서의 접근 만점 역사로서의 접근 만점.이거 한국감독이 연출한 영화 맞나요?장난 아니네요 진짜 그리고 강동원 여진구..그들덕에 이한열 박종철 열사가 더욱 더 각인되었다.감사합니다.그 외 모든 배우들께도 감사드립니다.특히 악역맡으신분들.. ,-0.276799625,111,7,0.706264615
99,10,0.864627242,잘 봤습니다. 평점 조작하려고 달려드는 분들 때문에 1~2점 더 보태서 10점 드립니다. ,0.371803303,110,8,0.135372758
100,9,0.831481457,이 시대에 반드시 다시 돌아봐야 할 이야기. 돌아가지 못한 한 켤레의 운동화가 내내 아프게 남는다. ,-0.381394906,108,8,0.068518543
101,9,0.97080636,무거운 소재였지만 중간중간 웃을거리도 있었고 처음부터 끝까지 집중하고 보게 되는 영화임 그리고 캐스팅이 대박이었음 강동원 나왔을때 사람들 다 우와..와...헐..이럼 ㅎㅎ 재미쪙!! ,0.866025404,106,10,0.07080636
102,9,0.286230087,우현 배우님 나오셨을 때 뭉클했습니다. ,0.237028376,100,5,0.613769913
103,10,0.974332094,영화가 끝나고 불이 켜질 때 까지 자리를 뜰 수 없었습니다. 그 분들이 계셨기에 지금 우리가 누리는 자유가 있는 것이겠죠. 살아있는 언론의 모습도 인상적이었습니다. 꼭 봐야 할 영화인 것 같아요. 강추합니다. ,0.069631062,102,7,0.025667906
104,8,0.959590554,가슴이 먹먹해 집니다ㅠ ,-0.948683298,105,13,0.159590554
105,9,0.420229793,강동원의 잘생김 외엔 완벽한 영화 ,-0.316227766,106,15,0.479770207
106,10,0.662678123,다 좋았음. 굿 연기 빠지는 배우 하나 없고 연출도 좋고 ,0.456435465,97,8,0.337321877
107,10,0.241592377,역사를 잊은 민족에겐 미래란 없다.우리가 이러한 역사에 꾸준히관심을 갖지 않으면 언젠간 또다시 일어날수도 있는 미래. ,0.33946737,100,11,0.758407623
109,10,0.517858446,전두환 OOO 자유한국당 해체 ,0,93,6,0.482141554
110,10,0.188225716,기대이상임 연기자들도 완전 특 에이급에 강동원이라니... ,0.381273893,91,7,0.811774284
111,9,0.961443305,2시간이 넘는 시간동안 몰입해서 봤습니다. 전대갈과 그의 잔당들은 꼭 죄값을 받았으면 좋겠고 동아일보가 현재는 어쩌다가 저 지경이 됐는지....  며칠뒤에 한번 더 보러갈겁니다. 꼭 보세요. 후회안할겁니다. ,0.6172134,86,3,0.061443305
112,9,0.880990148,한국영화 특유의 억지 감동 쥐어짜기 이런 부분이 별로 없습니다. 그당시를 그대로 재현하는데에 중점을 둔 것 같아요.그래서 더 감동이고  불쌍하고 분노가 입니다 ,0.688838806,87,5,0.019009852
113,10,0.963386893,이야기를 잘끌어가는 연출력 ㅇㅈ함....그리고 보면서 너무나 울컥헷다... ,0.3924435,85,4,0.036613107
114,10,0.224838048,이 영화가 천만을 넘지 않았다는 사실이 믿어지지 않는다.... ,0.376192062,104,25,0.775161952
115,10,0.48007521,대한민국 국민이라면 무조건 봐야해요 ,-0.100550843,82,4,0.51992479
116,10,0.794250011,뜻깊은 영화 잘봤습니다. ,0.694350484,84,6,0.205749989
117,10,0.417673022,전두환님은 가시기 전에 큰거 안바라구요 정말 사과 한마디 들어보고 싶습니다 ,0.354499673,82,5,0.582326978
118,10,0.383371115,역사라는 장르를 넘어서 감히 한국 영화에서도 다섯 손가락 안에 꼽을만하다. ,0.160616303,93,16,0.616628885
119,10,0.552301526,영화 보면서 살짝 울었어요..ㅠㅠ..슬펐어요.. ,0.121523289,86,10,0.447698474
120,10,0.52419126,강동원이 나온게 신의한수 ,-0.004375875,113,38,0.47580874
121,10,0.961897373,근래 본 영화중 감히 최고라고 말할 수 있을듯 .. ,0.785355472,76,3,0.038102627
122,10,0.942202926,택시운전사에 이어 또 한번 뜨거운 눈물을 흘리게 하는 영화네요. 그런데 영화배우들이 너무 화려해서 놀랐어요. 거의 다 주연급들이죠. 영화표 10배 이상의 값을 치러서라도 꼭 봐야하는 민주주의 교재입니다. ,0.353552753,77,4,0.057797074
123,10,0.995250285,진짜 배우분들 라인업도 짱짱하고 역시 연기 다들 너무 잘하시고  80년대 당시 항쟁 얘기를 정말 잘 풀어낸것같다 그당시에 대해 듣고 배우기만 하고 경험은 하지못한 세대로서 이렇게 영화를 보니까 더많이 와닿았다..좋았음! ,0.809039835,80,8,0.004749715
124,10,0.962392688,아주 재미있고 감명있게 봤습니다. 우리의 아픈 역사 ,0.46291005,78,9,0.037607312
126,10,0.687643528,개인적으론 택시운전사보단 나앗다 ,0.46765688,72,7,0.312356472
128,10,0.951532602,김윤석 역시 너무 멋있음 ,0.545182931,68,6,0.048467398
129,10,0.869593263,이건 반드시 봐야할 영화입니다....정말 잘 봤습니다....그리고 치안본부장역의 우현님 수고하셨습니다....(_ _) ,0.614101164,64,3,0.130406737
130,10,0.662580073,처음으로 크레딧끝나갈때까지 관객들 모두 자리에 있었다. ,0.866025404,66,6,0.337419927
131,10,0.945674181,아.. 영화보고 나서 진짜 너무 가슴이 먹먹했다...ㅠ 주말에 부모님이랑 함께 봐야할듯 ,0.06125522,64,5,0.054325819
132,10,0.54873389,기대않고 봤는데 기대이상이었습니다. ,-0.579750904,65,6,0.45126611
133,9,0.874153614,다큐같은 느낌의 영화였다. 음악이 작위적이지 않게 담담해서 오히려 가슴을 요동치게 만드는 것 같았다. 자신이 꼬리가 될 줄은 그 어떤이는 정말 몰랐을거다 ,0.013987669,59,2,0.025846386
134,10,0.766547918,나는 화가났다 슬펐다 그래서 눈물이 나왔다 ,0.264339219,64,7,0.233452082
135,10,0.535519242,다시한번 이나라위해 고생하신 그분들께 고개숙여 감사를전합니다... ,0.577350269,68,12,0.464480758
136,10,0.734524488,대한민국 국민이라면 누구나 꼭 봐야 할 영화인 것 같습니다.눈물 펑펑 흘리고 왔네요.ㅠㅠ감사합니다. ,0.610246036,57,2,0.265475512
138,10,0.960854053,말이 필요없다 대명작. ,0.179181007,60,5,0.039145947
140,10,0.993527412,최고에요.  그 어떤  책보다 강하네요.  ㅠ.ㅠ  어떤말로도  형용하기 힘드네요.  다들  꼭  보세요.  87년  다들 아는  이야기지만  결코  뻔하지  않은  스토리...  올해  아니  근래  몇년  최고입니다 ,0.535146677,53,3,0.006472588
141,9,0.225871414,뭔가 각자의 위치에서 각자의 역할을 했던게나중에 큰 그림이 되는게 짠하더라구요좋은배우들이 조금씩만 나와서 아쉽기도했지만.ㅎ ,0.723613899,53,5,0.674128586
142,10,0.317023575,이 영화는 한 배우에 집중하지 않고 배우들을 고르게 잘 활용한다. 그래서 보기에 불편함이 전혀 없으며 내용의 전개가 매끄럽다. 그 무엇보다 이 영화가 알려주고자 하는 바가 명확하며 그것은 우리 시대의 촛불이 된다. ,-0.5,54,6,0.682976425
143,10,0.514482915,"마지막엔 올곧이 그때로 들어가서 외칠수 밖에 없는 ""호헌 철폐 독재 타도!"" ",0.25819889,49,2,0.485517085
144,9,0.974058449,말이 필요없는영화 !! 이런 영화가 많이 나왔으면 좋겠네요! ,0.666885929,49,2,0.074058449
145,10,0.962335527,이번년도 영화중에 제일 재미있었음 ,0.136930639,51,4,0.037664473
146,9,0.325755626,연기는100점 실제가 아닌 영화로 보면 등장인물이 너무 많이 등장함 ,0.334780946,55,8,0.574244374
148,10,0.610741913,당시 상황을 잘 연출한 1987 ,0.388546646,59,13,0.389258087
149,10,0.895250678,가슴이 먹먹해지는 영화입니다. 영화자체로도 매우 훌륭하네요 ,0.577350269,47,2,0.104749322
150,10,0.522031605,그 시대를 알게 되었고 그 시대가 되풀이되지 않도록 해야겠다는 다짐을 하게 되었다 ,0.318993466,49,4,0.477968395
152,10,0.920707941,실화라 그런지 마음이 더 먹먹한거 같아요 ,0.117902137,47,3,0.079292059
153,10,0.98354435,영화 일단 최고입니다. 근데 박처장과 과장등 이 인간백정들이...징역 1년6개월에 집행유예3년...같은 처벌도 아닌 처벌을 받았다니....화가 치밀어 오른다 재수사하자!! 진짜 찢어죽는 고통속에서 죽어라!반드시!가슴 한켠이 먹먹해요ㅠㅠ ,0.944911183,46,3,0.01645565
155,10,0.371120155,이 영화 천만 못 넘기면 한국 관객 수준 의심해야 합니다. ,0.323479048,52,9,0.628879845
157,10,0.96655798,인생영화 중 하나가 될거다!  강력 강력 강력 추천입니다~~~ 강동원배우님  나오는 장면들  기대해도 됩니다~~ ,-0.048217567,55,12,0.03344202
158,10,0.16536206,전두환을 잊지말자. 잘못된 역사는 제자리로 돌려야한다. ,0.010498497,45,3,0.83463794
159,10,0.49742952,영화가 끝난뒤 모든관객들이 쉽게 일어나질 못할정도로몰입하게 하는 영화~가슴한켠이 아른하게 시려오네요.김윤석씨 연기력이명작을 만드네요 ,-0.866025404,45,3,0.50257048
160,9,0.911095619,잘봤어용  거의 다큐수준으로 실화를 잘 만들었네요 ,0.754150252,43,2,0.011095619
161,10,0.983192801,영화보다 더 격정적이었던 현실을 과하지않고 담담하지만 강렬하게 그려낸 최고의 작품인듯.. 박종철열사  이한열열사 두 꽃같은 청년의 숭고한 희생이 있었기에 지금의 이런 민주주의가 꽃필수있었습니다.. 감사합니다 ,0.683349073,44,3,0.016807199
162,10,0.982458353,남자분들 꼭 보세요~ 아픈 역사를 알게되면 올바른 국가관과 내 가정을 지키고자하는 막중한 책임감이 생길 것입니다. ,0.098373175,46,5,0.017541647
163,10,0.554570973,부모님 세대가 어떤 세상을 살았는지를 공감할 수 있어 좋았음 ,0.577444369,47,6,0.445429027
164,10,0.517858446,주연-강동원 캐리-강동원 특별출연-하정우 ,-0.147009521,67,26,0.482141554
165,10,0.755786836,에드워드 카의 '역사란 현재와 과거 사이의 끊임없는 대화이다.' 라는 글귀가 떠오릅니다. 여운이 가시질 않네요. ,0.632455532,42,2,0.244213164
167,10,0.737254858,박종철의 죽음이 민주화의 불을 지폈고  이한열의 사진 한장이 시대를 바꾸었다. ,0.026746201,41,3,0.262745142
168,10,0.385325372,올해 천만관객 영화 개봉 ,0.288675135,45,7,0.614674628
169,10,0.943216085,진짜 가슴이 너무 먹먹하고 죄송스럽습니다.이한열 열사님 부디 위에선 누구보다 자유롭게 살고계시길.. ,0.330614188,39,2,0.056783915
170,10,0.940868378,영화보고 집에 왔는데 아직도 가슴이 먹먹하네요.영화관 불이 켜져도 아무도 일어날 수 없었습니다..... 잊지 않겠습니다ㅠㅠ ,0.578637562,41,4,0.059131622
171,8,0.595087826,연희의 눈빛 눈물 걸음. ,0.184030181,43,6,0.204912174
172,10,0.330614895,영화가  끝나고 일어날수가 없었다 그시대 민주화를 위해 고생하신 선배님들께 존경의박수를 보낸다 ,0.682788738,37,1,0.669385105
