Unnamed: 0,rating,sentiment,review,spearman,sympathy,unsympathy,correlation
51,10,0.994547725,7.10.코엑스 시사회 관람했습니다. 사건의 진행에 따라 이방인에 불과한 외국기자와 서울택시기사의  감정의 변화를 부족하지도 과하지도 않게 보여줍니다. 흔한 신파  국뽕 하나 없이 묵직한 감동을 느꼈습니다. 송강호 토마스 유해진 류준열의 연기 최고! ,0.423837527,445,53,0.005452275
52,9,0.883733749,많은것이 생각나는 영화입니다 ,-0.035136418,439,49,0.016266251
54,8,0.634079576,영화는 우연한 외부인인 택시운전사에 초점을 맞춘다. 기자 학생 시민의 사명 당위는 깊게 설명하지않고 관객을 설득하지 않아 당연함이 자연스럽다. 택시운전사가 사람으로서 외면할 수 없는 상황을 그려내어 대부분이 외부인일 관객에 큰 공감을 던저준다. ,-0.757240185,422,41,0.165920424
55,10,0.444572806,웃고 울다 가슴을 뜨겁게 만든다. ,-0.207019668,427,70,0.555427194
56,10,0.990703285,무거울줄 알았는데 중간에 빵빵 터지면서 웃는 시간이 많았다 물론 감동적이고 눈시울이 붉어지기도 한 영화ㅠㅠ 우리모두  그 날을 기억해야한다 강추 ,0.866025404,372,46,0.009296715
57,10,0.748466253,정말 잊지않아야 할 역사입니다 ,0.418003915,340,31,0.251533747
58,10,0.997737408,잊지말아야할 그날의 이야기. 우리가 꼭 기억해야 할 그들의 업적.  많은 분들이  보고  느낄 수 있는 이야기입니다 ,0.942809042,353,46,0.002262592
59,10,0.823726952,시사로 봤어요. 송강호님이 돌아 누울때부터 눈물이..용기내서 감사해요! ,-0.062439054,348,46,0.176273048
60,10,0.998556733,택시운전사 !! 운이 좋아서 시사회 보고 개봉날 볼려고 예매 하고 봅니다 담담하게 우리 이웃의 아픔을 표현했더군요!! 배우들의 연기 참 좋았습니다 그리고 구재식역 류준열!! 정말 인상 깊었습니다 ,0.429049337,332,31,0.001443267
61,9,0.537942469,진실을 알게된 사람은 어떻게 바뀌어가는가 ,0.387207325,317,24,0.362057531
62,10,0.059100837,기다렸던 영화 개봉하자마자 엄마랑 조조로 관람.보는내내 영화관내에 숨소리조차 들리지 않았다.영화가 끝나고 나올땐 항상 어땠어? 물으면서 재잘거리기 바빴는데 이번엔 무슨이유인지 바위를 삼킨듯 침묵하게 됨 나도 엄마도 다른관객들도 모두가 아픈 침묵 ,0.220020179,313,21,0.940899163
63,8,0.426910669,역사책에서는 볼수없던 한장면을 감상한 기분 ,1,320,28,0.373089331
64,10,0.942783833,내생애 처음으로 개봉날 조조로 본 영화 택시운전사다시는 일어나지말아야할 군부독재의 잔혹함을 잘 봤습니다 다시금 5.18을 찾아보게되네요 인간이길 포기한 군부독재세력들 꼭 심판받기를 바랍니다 ,0.480644215,312,24,0.057216167
65,10,0.541474581,나라를 위해 희생하신 광주시민분들  위험한 상황인데도 진실을 알리기 위해 노력하신 위르겐 힌츠페터씨  그리고 김사복씨... 감사합니다... 잊지 않겠습니다. ,-0.034401046,297,18,0.458525419
66,10,0.336231411,억지감동이아닌  뭉클함이 확 다가온다. 포기하지않고 끝까지 알려줘 감사합니다 ㅠㅠ ,-0.01789585,305,30,0.663768589
67,9,0.861050606,5.18 민주화 유공자의 아들입니다. 보셔도 후회하지 않으실 겁니다. 역사는 언제나 기록될 것이고 그 날의 일은 결코 잊혀지지 않을 것입니다. 푸른 눈의 기자에게 감사의 말을. ,0.051298918,282,20,0.038949394
68,10,0.769067764,역시 황정민보다 송강호다 ,0.367454966,315,62,0.230932236
70,8,0.807510138,역시 배우 송강호는 자신이 출연할 영화를 고르는 안목이 뛰어나다고 생각됨. 영화는 광주 사람이 아닌 타 지역 사람과 외국인에 눈에 비친 피로 물든 처참한 광주의 현장을 어느정도 순화해서 보여주고 있었다.관람하는 동안 눈물을 참느라 힘들었음. ,0.1454721,261,18,0.007510138
71,10,0.773510575,위르겐 힌츠페터 기자님... 너무 감사합니다.. 방금보고나왔는데 아직도 가슴먹먹하네요... 오랜만에 제대로된 영화 보고왔습니다... ,0.794461347,261,23,0.226489425
73,10,0.900020957,시사회로 봤습니다부모님 모시고 또 가려고 하는데 ㅜㅜ 눈물과 감동 그자체... ,0.21433582,269,46,0.099979043
74,9,0.942905784,소문이 사실이었습니다  꼭~보세요 ,-0.072117582,236,20,0.042905784
75,10,0.252259076,전두한잡아 처벌해야 나라가바로서겠다는생각뿐?광주시민의 위대함에 존경을 표합니다.. ,-0.5,222,14,0.747740924
76,10,0.997737408,잊지말아야할 그날의 이야기. 우리가 꼭 기억해야 할 그들의 업적.  많은 분들이  보고  느낄 수 있는 이야기입니다 ,0.942809042,238,32,0.002262592
78,10,0.997408688,믿고보는 송강호씨 영화입니다!! 기대만큼 재밌었던 영화였습니다~!!가족분들과 같이 보시면 좋을것같아요 ,0.545544726,215,24,0.002591312
79,10,0.703117549,민주주의라는 나무는 피를 먹고 자란다.그들의 피로 인해 자유롭고 정의로운 대한민국에 민주주의의 나무가 솟아났다. ,0.298859474,200,12,0.296882451
81,9,0.94815129,재미보다는 감동이 있으나 역사적 사실에 화가 납니다. ,0.6172134,198,13,0.04815129
83,8,0.435025632,오늘도 류준열은 멋있다. ,-0.05206576,197,36,0.364974368
84,10,0.998600245,오전 첫상영 보고왔어요 ~ 정말 기대했던 영화였고 관람후충분히 만족했어요 ~ 아직도 가슴이 먹먹하네요...오랬동안 기억에 남을 영화에요 ~ 대한민국 국민이라면꼭 한번은 봐야 될 영화입니다 ~ 꼭보세요 ~ 강추드립니다 ~ ,0.584108785,175,20,0.001399755
85,9,0.238739222,잘만든 영화연기 연출 취저 ,0.866025404,184,32,0.661260778
86,9,0.998442411,근래에 이런 애잔한 마음이 들게 하는 영화는 오랜만입니다장면마다 짠하기도 재밌기도 하며 감동을 주네요말이 필요없는 배우 송강호 멋집니다 ~실화라 더 가슴을 울리는 영화.. ,0.872081599,160,14,0.098442411
87,10,0.982223988,재밋어요 꼭보시길추천 ,0.377803474,174,30,0.017776012
90,10,0.910461783,방금 보고왔는데 마치 타임머신타고 80년 광주를 다녀온기분이네요.먹먹하고 슬프고 여운이 많이남습니다ㅜㅜ ,0.047526668,142,10,0.089538217
91,10,0.578984022,티켓값 훨씬 이상의 가치를 지닌 영화. ,0.089642146,142,10,0.421015978
92,10,0.999988914,배우분들 연기도 그렇고 알찬내용의 영화 였던 것 같습니다!! 중간중간에 웃긴 요소들도 있었지만~~ 이 영화가 현대사의 큰 부분을 다루고 있다는 점이 너무 좋았습니다!! 재밌고 또 감동있게 잘 봤습니다^^ ,0.545544726,149,17,1.11E-05
94,10,0.780905962,덤덤하게 가슴깊이 꽂히는 메세지. 송강호 유해진 류준열의 느낌 좋은 합까지. ,0.326273448,134,11,0.219094038
99,10,0.63117075,전대갈 뚝배기 날리고픈 영화 시민이 영웅이 되고 시민들이 진실을 만들어 가는 과정을담담하고 짠하게 너무 잘 표현했다.원래 열자 이상 안적는데 이건 진짜 여운쩌는 영화임ㅠ ,0.53963213,128,12,0.36882925
100,10,0.684456944,자유와 평화는 저절로 찾아오는 것이 아니다! ,-0.537852874,125,12,0.315543056
101,10,0.935521603,광주 518생존자입니다. 약했지만 잘 표현해주셨네요. 실제는 더 했다는 것. 광주사람들 그때 이후 자식 잃고 허리에 칼차고 미쳐버린 엄마들 많았어요. 모든게 통제되어 폭도 취급당하고 지금도 욕하는 분들 계시죠? 광주 당시 경험자들 트라우마 있어요. ,0.40824829,118,9,0.064478397
102,9,0.968685865,이런영화들이 많이 만들어졌으면 하는 바램이 있네요.우리나라 역사에 대해 많은 것들을 생각나게 합니다.가슴아픔이 배우들의 훌륭한 연기로 마음에 파고 드네요특히 류준열씨의 천진한 얼굴이 더 마음을 아프게 합니다... ,0.232670255,118,12,0.068685865
103,10,0.866855145,억지스러운 군함도 보다 백만배 정도 더 재밌습니다 ,0.948683298,129,23,0.133144855
106,10,0.957719326,시간 가는 줄 모르고 봤어요~~ 눈물이 매마른편인데도 광주분들 방긋방긋 웃던 모습이 잊혀지질 않네요.. ,0.077981287,107,7,0.042280674
107,8,0.434748799,짠하고.찡하다.누군가는했어야할일들....멋쪄요 ,0.730182256,110,10,0.365251201
108,10,0.99858427,명불허전 송강호. 거기에 류준열 유해진 까지. 배우들의 연기가 너무 진정성이 있어서 보는 내내 감동이었네요. 이런 영화 만들어줘서 너무 김시합니다. 지금도 마음이 먹먹해요... ,0.315063019,113,14,0.00141573
109,10,0.527710199,민주주의 찾으러 갑니다 ,0.29481939,119,20,0.472289801
110,10,0.986705184,꼭보세요!꼭보세요~ ,0.654653671,105,8,0.013294816
112,10,0.50834465,일베가 1점준다면 저는10점줍니다. ,0,113,17,0.49165535
113,9,0.924995899,무거운 주제를 때로는 무겁게 때로는 따뜻하게 그린 영화입니다. 진실에 대해 담백하게 생각해볼 수 있는~! ,0.577350269,102,8,0.024995899
114,10,0.700468719,지루할틈이 없는 영화네여~ 아픈역사라는 사실이  마음을 아프게하네요?? ,0.866025404,103,12,0.299531281
115,10,0.95878768,말이 필요없는 최고의 영화... ,0.636363636,104,13,0.04121232
116,8,0.24569124,다시는 이런 일이 우리나라 뿐만이 아니라 지구촌 어떤 곳에서도 일어나지 말아야 하겠습니다. ,0.517481629,99,9,0.55430876
117,8,0.718740106,전두화니 십OOO!!! ,-0.632455532,99,10,0.081259894
121,8,0.389540046,장훈은 믿고 볼만한 브랜드가 됐다. ,0.331619136,91,12,0.410459954
122,10,0.112869322,평론가들 평점보소.. 이게 군함도 보다 못하단 소린가? ,0.27774603,88,11,0.887130678
123,10,0.545320511,일베는 꺼지고 영화재밌게본사람들만 댓글~ ,0.269891744,90,13,0.454679489
124,10,0.191644162,같은 역사영화지만 돈에쩔은 군함도랑은 차원이틀리다 ,-0.070800328,88,13,0.808355838
125,10,0.97413826,재미있게 잘보고 왔습니다. ,0.354604072,82,8,0.02586174
126,10,0.992996097,정말 송강호의 OOO기력과 다른 연기자들의 뭉클한 감동연기오랜만에 감동있게 잘봤습니다. ㅜㅜ ,0.894427191,84,10,0.007003903
127,10,0.751007557,일베벌레들 싫어서 10점 줍니다 ,0.223813079,89,16,0.248992443
129,10,0.857935786,송강호는 역시 영화배우다..광주민주화항쟁! 잊지말자 ,0.589569231,78,9,0.142064214
130,9,0.76916492,재미있고 가슴이 찡하고 한참을 울었음 ,0.732467021,77,9,0.13083508
132,10,0.482266128,시사회로 미리 봤는데 평점 이제쓰네ㅠ 진짜 울림있고 의미있는 영화ㅠ 영화도 잘 만들었는데 그 속에 담긴 의미가 크기에 더 더욱 흥했으면 좋겠고 뭐 배우들 연기는 두말할  것 없었고 진짜 영화 보는 내내 울다웃다 반복함. 진짜 몰입도 장난아님 ,0.701357152,79,12,0.517733872
133,9,0.890651882,재밌게봤습니다. 전에 5.18묘지 갔다온 것도 생각나고 먹먹하네요. ,0.866025404,80,13,0.009348118
134,10,0.8431499,유쾌하며 감동까지함께^^~아들과즐거운시간보냈습니다~ ,0.117909012,77,11,0.1568501
135,10,0.79558748,송강호와 다른배우들은 연기 좋고 내용도 좋았습니다 ,0.660704825,83,17,0.20441252
136,10,0.851350784,보는내내 그때그시절이 생각나 가슴을 쓸어 내리면서 봤어요~ 우리아이들이  이영화를 보면서 깊은~~눈물이 멈추질 않았어오.. ,0.866025404,71,8,0.148649216
137,10,0.053464979,일베 당신들은 부끄러운줄 알아라. 떳떳하지 못하고 당당하지 못하고 뒤에 숨어서 손가락이나 놀리는 당신들은 그냥 거기까지밖에 안되는 인간들이다. 부끄러운줄 알아라 ,0.25819889,84,23,0.946535021
138,10,0.374187052,눈물많이흘리고 나왔습니다 ,0.064358464,69,9,0.625812948
139,10,0.441114128,5.18 광주.. 절대 잊지말아야 할 비극적인 역사다. 이걸 폭동이라는 일베xx들 다 죽어. ,0.575692725,73,15,0.558885872
141,10,0.995876193,정말 감동적이고 눈물없이는 보지 못할영화입니다~꼭 한번 봐야할 영화입니다 ,0.677662167,63,7,0.004123807
142,10,0.98842752,아침에 보고왔는데 정말 재밌습니다 기대를 특별히 안하고 봤는데 정말 다시 제돈주고 볼 만큼 재밌습니다!!!정말 강추합니다 사람마다 다르시겠지만 전 지루할틈이 한장면도 없었던거같고 2시간 20-30분되는 시간이 짧다고 느꼈습니다!! ,0.774596669,60,7,0.01157248
144,10,0.893704176,가족들이랑 함께봤는데 재밌었습니다 ,0,57,6,0.106295824
145,9,0.839165986,실화라서 그런지 그 당시 느낌이 생생하게 전해지는 것 같았습니다. 강추!! ,0.501745206,57,6,0.060834014
147,10,0.93127805,대한민국 국민으로서 꼭 보고 느껴야할 부분이 있네요~ ,0.151141731,59,8,0.06872195
148,10,0.999354362,울림이 강하게 있던  가슴 아픈 사건이지만.. 희망을 보았습니다! 봤지만  또 보고 싶은~ 또 찾게 되는 영화였습니다! 최고의 배우들과 기대가 큰 감독님이 만나 그 이상을 보여주어 감사합니다! ,0.39683757,61,10,0.000645638
149,10,0.314860731,군함도는 끝난듯하다... ,0.360446096,76,25,0.685139269
150,10,0.633297682,가장 놀라운건 전두환이 아직 살아있다는 팩트 때문이었다. ,0.033703204,56,6,0.366702318
151,9,0.300112009,그저 할 말을 잃게 하네요 ,-0.461690258,55,6,0.599887991
152,10,0.952737153,잔혹함은 실제 보다 덜합니다. 허나 그 날의 광주에서 벌어진 일은 분명하게 보여줍니다. 그리고 우리같은 보통사람들이 가지는 인간으로서 느낄 기본적 공감과 연민이 있다면  왜 당시의 광주시민들이 용기를 내어 맞서 싸울수밖에 없는지를 느끼게 될겁니다. ,-0.406181197,57,8,0.047262847
153,10,0.437718213,택시타고 그시절 광주 다녀온 기분이엿어요  추천합니다 ,-0.447213595,53,5,0.562281787
154,10,0.531978548,시사회 관람. 즐겁고 유쾌함 뒤에 뼈저린 슬픔이있는영화 ,0.816496581,57,9,0.468021452
155,10,0.849192142,기승전결 과 배우들도 탑급 슬프고 재밌고 모든게 들어가있는 영화 ,0.505529951,59,11,0.150807858
157,10,0.747196257,스토리가 굉장히 탄탄해서 끝까지 집중할 수 잇엇네요 ㅎㅎ ,0.031782086,56,9,0.252803743
158,10,0.710402608,대한민국사람이라면 꼭 봐야하고 다시는 되풀이되서는 안되는 이야기 ,-0.058800649,58,11,0.289597392
160,7,0.74964273,역시 믿고보는 송강호의 연기덕에 더영화에 집중할수있었다 ,0.191250009,57,12,0.04964273
161,10,0.345721096,1점주는 애들은 100프로 일베충이다 ,0.431270364,53,9,0.654278904
162,10,0.999997854,진짜  감동  감동  입니다...  너무  재미있게  봤고요다시   또  보고  싶은   영화  입니다... 너무  잘  만들었고     배우들도  연기   너무  잘  했어요... ,0.645552201,47,4,2.15E-06
164,10,0.638732314,보고 안 보고를 떠나서 택시운전사를 통해서 5.18 역사를 다시 되돌아보는 계기가 되었으면 한다. ,0.043920326,52,10,0.361267686
165,10,0.556129098,Let it go 광주광역시 ,0.086819862,53,11,0.443870902
166,9,0.957937837,이 영화가 상영될 수 있을 만큼 바뀐 대한민국이 다시는 퇴보하지 않길 바라는 마음 가득!! ,0.088273483,44,3,0.057937837
167,8,0.775849342,배우들의 연기가 인상 깊었다 ,-0.077154202,46,5,0.024150658
168,10,0.926552355,넘ㅁ 슬퍼서 많이울었습니다.. 끝나고나서도 넘 울적해서 영화관에 한참 앉아있다왔네효ㅠ ,0,47,7,0.073447645
169,10,0.910534859,잘 몰랐는데 이번 영화를 통해서 힌츠페터 씨를 알게 되어서 좋았습니다. ,0.419381489,44,6,0.089465141
171,10,0.949695468,재미있게 잘 봤습니다 추천해요 ,-0.632455532,46,9,0.050304532
173,10,0.988843679,슬프면서 비통한 그 당시 상황을 생각하며 보니 화가 나더군요. 영화 재밌게 잘봤습니다 택시운전사 추천합니다 ,0.314302385,43,7,0.011156321
174,10,0.485688001,평론가 ㅅㅐㄲㅣ들은 느그들이 평론할 자격이 있다고 생각하냐?  가짠스런 새ㄲㅣ들 ,0.471193217,47,11,0.514311999
175,10,0.765783668,진실은 꼭 밝혀져야 한다.모든 연기자의 하모니가 멋진 마스터피스! ,0.518562979,42,7,0.234216332
178,10,0.808189988,눈물 나고 아 먹먹하다평생 소장할 영화 ,0.585211324,38,5,0.191810012
179,10,0.258462727,단지  근현대사책에서만 배웠던 단편적인 5.18 광주민주화운동에 대해 제대로 배운 계기. 이런 거룩한 운동에 홍어  폭도라고 비하하는 일베들은 자살을 추천한다 ,0.305572965,38,5,0.741537273
180,10,0.812804341,역사 왜곡 군함도 따위와는 비교도 안 되는 리얼리티와 감동. 독일 기자 위르겐 힌츠페터님  택시운전사 김사복(가명)님과 그 외 민주화 운동에 힘써주신 모든 분들 정말 진심으로 감사드립니다ㅠㅠ ,0.157683306,39,6,0.187195659
181,10,0.747936368,택시기사 만섭의 시선으로 따라가는 그날의 광주. 잊지말아야 할 순간. 배우들의 연기도 눈을 뗄 수 없다 ,0.043671315,39,6,0.252063632
182,8,0.573533773,군함도보단훨씬나음ㅋ ,-1,48,15,0.226466227
183,10,0.997531414,목숨을 걸고 한국의 실상을 세계에 알린 독일 기자와 택시 운전사에게 지금처럼 편안한 세상을 살게 해준 그들에게 진심으로 감사하다.아직까지 가슴이 먹먹하고 대한민국 국민이라면 반드시 봐야하는 영화다. 재밌고 역사 사실에 대해 다시 생각하게 한다 ,0.577350269,34,2,0.002468586
184,10,0.977917433,개봉첫날 조조로 봤는데도 좌석이 꽉 차있었습니다. 보면서 울었어요. 꼭 봐야만 하는 영화! ,0.256195948,36,4,0.022082567
185,10,0.415327072,내가왠만하면 영화 두번볼생각은 안드는데 이영화는 날 두번 보고싶게만듬. 까메오처럼나오는분들도 재밌었고 송강호연기력은 그냥 미쳤다고밖에 할수없고 크레취만도 어우러지는연기를 보여줌. ,0.292185744,36,5,0.584672928
186,10,0.837116599,굿굿굿 입니다 ㅋ잼나네요 ,0.180284038,36,5,0.162883401
187,10,0.459744006,억지 신파없이 덤덤하게 보여주는 이야기가 너무 슬펐어요ㅠㅠㅠ ,-0.085831499,36,5,0.540255994
188,10,0.449831843,올해 영화제 이 영화가 싹쓸이한다. 이거 무조건 봐야함 ,-0.043671315,36,5,0.550168157
190,10,0.695818484,영화 만들어주셔서 감사합니다.몇번을 봐도 눈물을 감출 수가 없습니다.정말 이 영화가 사람들에게 알려지길 바랍니다.감사합니다. ,-0.6172134,48,17,0.304181516
191,10,0.948136806,어제 저녁에 봤는데 지금까지도 눈물이 멈추지 않습니다. 이 영화를 보고 깨달았습니다. 촛불집회는 분명  광주항쟁의 정신을 개승했다는 것을.아직도 역사왜곡이 판을 치는 가운데  드물게 역사의 산증인과 만난 기분입니다. 꼭 보세요. 독재학살자 안돼 절대 ,0.25819889,33,3,0.051863194
192,10,0.981608391,올해최고의 영화입니다 꼭 보새요 ,0.620173673,41,11,0.018391609
193,8,0.286596417,그시대 광주에 다녀온듯한 느낌이네여 ,0.346410162,43,13,0.513403583
194,10,0.972619176,감동적입니다. 잘 봤습니다. ,0.774596669,32,3,0.027380824
196,10,0.521413028,시사회에서 정말 많이 울었습니다...당사자가 아닌 택시기사의 시점에서 보니 많이 색달랐습니다  인상깊었습니다. 잊지 않겠습니다 ,0.410189214,38,9,0.478586972
197,10,0.354171753,광주민주화 비하하는애들 처벌해야 한다 ,0.407617595,30,2,0.645828247
198,10,0.481508404,광주의아픔.. 배우의 열연.. 완성된영화 ,-0.866025404,34,6,0.518491596
199,10,0.920769811,명품 영화에요 이건 꼭 봐야됨 ,0.43519414,35,7,0.079230189
200,9,0.981914639,내가 누리고 있는 자유는 수많은 이들의 핏값과 희생으로 얻어진 값진 것. 그 중 5.18 광주 민주화운동의 댓가다. 역사 속에서 진정한 승리를 이룬 5.18 광주항쟁의 희생자들과 가족 그리고 그 지역의 살아남은 모든 이들에게 감사와 경의를 표합니다! ,0.25819889,30,3,0.081914639
202,10,0.579252958,믿고보는송강호 유해진 ,0.615587011,31,4,0.420747042
